high arousal,low arousal,medium arousal,medium dominance,low dominance,high dominance,high valence,low valence,medium valence,examples,hedges,self references
,,submission,stairs,,,,,tummy,,,
,,submissive,stairway,,,,,tuna,,,
,,submit,stake,,,,,tunic,,,
,,subscribe,standard,,,,,tunnel,,,
,,subsequent,standardized,,,,,turban,,,
,,subsidiary,standpoint,,,,,turbine,,,
,,subspace,standup,,,,,turbo,,,
,,substance,staple,,,,,turbulent,,,
,,substantial,starboard,,,,,turf,,,
,,substantiate,starlet,,,,,turkey,,,
,,substitute,starling,,,,,turn,,,
,,subterranean,starship,,,,,turnaround,,,
,,subtext,starter,,,,,turnip,,,
,,subtle,startle,,,,,turnout,,,
,,subtlety,stash,,,,,turnover,,,
,,subtract,stat,,,,,turnpike,,,
,,suburb,stateroom,,,,,turpentine,,,
,,suburban,stateside,,,,,turret,,,
,,suburbia,static,,,,,turtle,,,
,,subversive,statistic,,,,,turtleneck,,,
,,subway,stature,,,,,tussle,,,
,,succession,status,,,,,tutor,,,
,,successor,statute,,,,,tutoring,,,
,,sucker,statutory,,,,,tutu,,,
,,suction,steak,,,,,tux,,,
,,suds,stealth,,,,,tuxedo,,,
,,suggest,steam,,,,,tv,,,
,,suggestion,steamer,,,,,TV,,,
,,suggestive,steamship,,,,,twain,,,
,,suitor,steel,,,,,twat,,,
,,sulfate,steep,,,,,tweak,,,
,,sulfur,steer,,,,,tweed,,,
,,sully,stellar,,,,,tweet,,,
,,sultan,stenographer,,,,,tweezers,,,
,,summation,step,,,,,twelve,,,
,,summit,stepdaughter,,,,,twenty,,,
,,summon,stepson,,,,,twerp,,,
,,sumo,sterile,,,,,twig,,,
,,sundown,stern,,,,,twilight,,,
,,sunken,sternum,,,,,twin,,,
,,sunscreen,stethoscope,,,,,twine,,,
,,suntan,stewardess,,,,,twinge,,,
,,sup,stick,,,,,twinkle,,,
,,superficial,sticker,,,,,twirl,,,
,,superfluous,sticky,,,,,twist,,,
,,superposition,stiff,,,,,twister,,,
,,superstar,stimulation,,,,,twit,,,
,,superstore,stinger,,,,,twitch,,,
,,supervise,stint,,,,,two,,,
,,supervision,stipend,,,,,two step,,,
,,supervisor,stipulate,,,,,tycoon,,,
,,supple,stitch,,,,,tyke,,,
,,supplemental,stitching,,,,,type,,,
,,supplier,stock,,,,,typewriter,,,
,,supporter,stockholder,,,,,typical,,,
,,suppose,stocking,,,,,typist,,,
,,supposed,stockings,,,,,typo,,,
,,supreme,stockpile,,,,,ubiquitous,,,
,,surfboard,stomach,,,,,ukulele,,,
,,surgical,stonewall,,,,,ulterior,,,
,,surly,stony,,,,,ultimate,,,
,,surname,stop,,,,,ultrasound,,,
,,surplus,stopover,,,,,ultraviolet,,,
,,surrogate,stopper,,,,,umbilical,,,
,,surround,store,,,,,umbrella,,,
,,survey,stout,,,,,umpire,,,
,,suspend,stove,,,,,umpteen,,,
,,suspension,stowaway,,,,,unaccounted,,,
,,sustain,straddle,,,,,unaffected,,,
,,suture,strange,,,,,unanimous,,,
,,suv,strap,,,,,unattached,,,
,,swag,strapping,,,,,unauthorized,,,
,,swallow,stratosphere,,,,,unavoidable,,,
,,swami,stray,,,,,unaware,,,
,,swamp,streak,,,,,unbeatable,,,
,,swank,streamline,,,,,unbelievable,,,
,,swap,street,,,,,unborn,,,
,,sway,streetcar,,,,,unbridled,,,
,,sweat,streetlight,,,,,unbutton,,,
,,sweaty,stride,,,,,uncalled,,,
,,sweep,string,,,,,uncanny,,,
,,sweeten,stringy,,,,,unchanged,,,
,,swell,stripe,,,,,uncharted,,,
,,swift,striped,,,,,uncivilized,,,
,,swig,stronghold,,,,,uncommon,,,
,,swill,structural,,,,,uncomplicated,,,
,,swimmer,structure,,,,,uncompromising,,,
,,swipe,strudel,,,,,unconfirmed,,,
,,swish,stubby,,,,,unconscious,,,
,,switch,studio,,,,,uncontrollable,,,
,,switchboard,stuff,,,,,unconventional,,,
,,swivel,stump,,,,,uncouth,,,
,,swoon,stunner,,,,,uncover,,,
,,swordsman,stunt,,,,,uncut,,,
,,symbiotic,stylish,,,,,undefeated,,,
,,symbolize,stylist,,,,,undeniable,,,
,,sympathize,sub,,,,,underage,,,
,,symposium,subcommittee,,,,,underbelly,,,
,,symptomatic,subjective,,,,,undercover,,,
,,synapse,sublet,,,,,underdog,,,
,,synaptic,sublevel,,,,,underestimate,,,
,,sync,sublime,,,,,undergo,,,
,,synchronize,submarine,,,,,undergraduate,,,
,,syndrome,submerge,,,,,underground,,,
,,synergy,submersible,,,,,underlay,,,
,,synonymous,submission,,,,,underlying,,,
,,synthesizer,submissive,,,,,underpants,,,
,,synthetic,submit,,,,,underrated,,,
,,system,subsequent,,,,,undersecretary,,,
,,systematic,subsidiary,,,,,understaffed,,,
,,tab,subspace,,,,,understatement,,,
,,tabasco,substance,,,,,understudy,,,
,,tabernacle,substantiate,,,,,undertake,,,
,,tablet,substitute,,,,,undertaker,,,
,,tabloid,subterranean,,,,,undertaking,,,
,,taboo,subtle,,,,,undertow,,,
,,tackle,subtlety,,,,,underwear,,,
,,tact,subtract,,,,,underworld,,,
,,tactful,suburb,,,,,undetectable,,,
,,tactic,suburban,,,,,undetected,,,
,,tactical,suburbia,,,,,undiscovered,,,
,,tad,subversive,,,,,undisputed,,,
,,tadpole,subway,,,,,undivided,,,
,,taffy,succession,,,,,undo,,,
,,tailgate,successor,,,,,undress,,,
,,taillight,suction,,,,,undressed,,,
,,tailor,suds,,,,,undue,,,
,,take,suggest,,,,,undying,,,
,,takeoff,suggestive,,,,,uneven,,,
,,talcum,suitor,,,,,uneventful,,,
,,talisman,sulfate,,,,,unexpected,,,
,,talkative,sulfur,,,,,unexplainable,,,
,,talker,sully,,,,,unexplained,,,
,,tally,sultan,,,,,unexplored,,,
,,talon,summation,,,,,unfamiliar,,,
,,tambourine,summit,,,,,unfinished,,,
,,tame,summon,,,,,unfold,,,
,,tamer,sumo,,,,,unforeseen,,,
,,tan,sundown,,,,,unfounded,,,
,,tang,sunscreen,,,,,unfreeze,,,
,,tangible,suntan,,,,,unglued,,,
,,tangle,sup,,,,,unguarded,,,
,,tango,superficial,,,,,unhand,,,
,,tank,superfluous,,,,,unheard,,,
,,tanker,superposition,,,,,unholy,,,
,,tap,superstar,,,,,unhook,,,
,,tape,superstore,,,,,unidentified,,,
,,tape measure,supervise,,,,,unification,,,
,,tapioca,supervision,,,,,uniform,,,
,,tar,supervisor,,,,,uniformed,,,
,,tarot,supple,,,,,unimaginable,,,
,,tart,supplemental,,,,,unimportant,,,
,,task,supplier,,,,,uninhabited,,,
,,tassel,suppose,,,,,unintentional,,,
,,tattoo,supposed,,,,,uninterrupted,,,
,,taupe,supreme,,,,,union,,,
,,taut,surfboard,,,,,unisex,,,
,,tavern,surly,,,,,unison,,,
,,tawdry,surname,,,,,unit,,,
,,tawny,surrogate,,,,,unknown,,,
,,taxi,surround,,,,,unleash,,,
,,taxicab,suspend,,,,,unlikely,,,
,,teal,suspension,,,,,unlimited,,,
,,team,suture,,,,,unlisted,,,
,,teammate,suv,,,,,unload,,,
,,teamwork,swag,,,,,unlock,,,
,,teapot,swallow,,,,,unmanned,,,
,,tech,swami,,,,,unmarked,,,
,,technicality,swank,,,,,unmarried,,,
,,technician,swap,,,,,unmistakable,,,
,,techno,sweat,,,,,unmitigated,,,
,,technological,sweaty,,,,,unnamed,,,
,,technology,sweep,,,,,unnatural,,,
,,tee,sweeten,,,,,unnecessary,,,
,,teeming,swell,,,,,unnoticed,,,
,,teen,swig,,,,,unofficial,,,
,,teenager,swill,,,,,unopened,,,
,,teens,swipe,,,,,unorthodox,,,
,,teensy,swish,,,,,unpack,,,
,,teeny,switch,,,,,unparalleled,,,
,,teeth,switchboard,,,,,unplug,,,
,,telegram,swivel,,,,,unplugged,,,
,,telemetry,swoon,,,,,unprecedented,,,
,,telepathic,swordsman,,,,,unpredictable,,,
,,telephone,symbiotic,,,,,unprovoked,,,
,,teletype,symposium,,,,,unpunished,,,
,,televised,symptomatic,,,,,unquote,,,
,,tell,synapse,,,,,unravel,,,
,,temp,synaptic,,,,,unreal,,,
,,temper,synchronize,,,,,unreasonable,,,
,,temperament,synergy,,,,,unrelated,,,
,,temperance,synonymous,,,,,unremarkable,,,
,,temperature,synthesizer,,,,,unrequited,,,
,,template,synthetic,,,,,unscrew,,,
,,temple,system,,,,,unseen,,,
,,tempo,systematic,,,,,unsolicited,,,
,,temporal,tab,,,,,unsolved,,,
,,temporary,tabasco,,,,,unsound,,,
,,tenacious,tabernacle,,,,,unspeakable,,,
,,tendency,tablet,,,,,unspoken,,,
,,tenement,tackle,,,,,unstoppable,,,
,,tennis,tact,,,,,unsuitable,,,
,,tenor,tactical,,,,,unsupervised,,,
,,tent,tad,,,,,unsuspecting,,,
,,tentative,tadpole,,,,,untamed,,,
,,tenure,taffy,,,,,unthinkable,,,
,,tepee,tailgate,,,,,untie,,,
,,term,taillight,,,,,untold,,,
,,terminal,take,,,,,untouchable,,,
,,terrace,takeoff,,,,,untouched,,,
,,terrier,talcum,,,,,untraceable,,,
,,territorial,talisman,,,,,untrained,,,
,,territory,talkative,,,,,untroubled,,,
,,test,talker,,,,,unturned,,,
,,testament,talon,,,,,unused,,,
,,testicular,tambourine,,,,,unusual,,,
,,testimony,tame,,,,,unveil,,,
,,tether,tamer,,,,,unwed,,,
,,textile,tan,,,,,unwind,,,
,,texture,tang,,,,,unwise,,,
,,thaw,tangle,,,,,unwrap,,,
,,theater,tango,,,,,unwritten,,,
,,theatrics,tank,,,,,unzip,,,
,,theology,tanker,,,,,upbringing,,,
,,theoretical,tap,,,,,update,,,
,,theory,tape,,,,,uphold,,,
,,therapist,tape measure,,,,,upholstery,,,
,,therapy,tapioca,,,,,upkeep,,,
,,thermal,tar,,,,,uplink,,,
,,thermometer,tarot,,,,,upper,,,
,,thermostat,tart,,,,,uppercut,,,
,,thesis,tassel,,,,,uppity,,,
,,thickness,taupe,,,,,upright,,,
,,thin,taut,,,,,uprising,,,
,,thing,tavern,,,,,uproar,,,
,,thingy,tawny,,,,,upscale,,,
,,thirst,taxi,,,,,upstanding,,,
,,thirsty,taxicab,,,,,upstart,,,
,,thirteen,teal,,,,,upward,,,
,,thirty,teammate,,,,,uranium,,,
,,thistle,teamwork,,,,,urban,,,
,,thong,teapot,,,,,urchin,,,
,,thoroughfare,tech,,,,,urge,,,
,,thoughtless,technicality,,,,,urgency,,,
,,thread,technician,,,,,urgent,,,
,,three,techno,,,,,urinate,,,
,,throat,technology,,,,,usable,,,
,,throes,teeming,,,,,usage,,,
,,throw,teen,,,,,use,,,
,,throwback,teenager,,,,,usefulness,,,
,,thrower,teensy,,,,,usher,,,
,,thruster,teeny,,,,,usual,,,
,,thud,teeth,,,,,utensil,,,
,,thumb,telegram,,,,,uterus,,,
,,thumbprint,telemetry,,,,,utility,,,
,,thump,telepathic,,,,,utilize,,,
,,thumper,teletype,,,,,utter,,,
,,tiara,televised,,,,,vacancy,,,
,,tibia,tell,,,,,vacant,,,
,,tic,temp,,,,,vacate,,,
,,ticker,temper,,,,,vaccination,,,
,,ticket,temperament,,,,,vacuum,,,
,,ticklish,temperature,,,,,vagina,,,
,,tidal,template,,,,,vaginal,,,
,,tidal wave,temple,,,,,vague,,,
,,tidings,tempo,,,,,valance,,,
,,tier,temporal,,,,,vale,,,
,,tightrope,temporary,,,,,valedictorian,,,
,,tights,tenacious,,,,,valet,,,
,,tilt,tendency,,,,,valiant,,,
,,timber,tenement,,,,,valid,,,
,,time,tennis,,,,,validation,,,
,,timeless,tenor,,,,,validity,,,
,,timely,tent,,,,,valium,,,
,,timeout,tentative,,,,,valley,,,
,,timer,tenure,,,,,valor,,,
,,timetable,tepee,,,,,valuables,,,
,,timing,term,,,,,valve,,,
,,tinkle,terrace,,,,,vamoose,,,
,,tinsel,terrier,,,,,vamp,,,
,,tiny,territorial,,,,,vampire,,,
,,tipper,testament,,,,,van,,,
,,tipster,testimony,,,,,vanguard,,,
,,tipsy,tether,,,,,vanish,,,
,,tiptoe,textile,,,,,vanity,,,
,,tired,texture,,,,,vanquish,,,
,,tireless,thaw,,,,,vanquished,,,
,,titan,theater,,,,,vanquishing,,,
,,titanic,theology,,,,,vantage,,,
,,titanium,theoretical,,,,,vapor,,,
,,toad,theory,,,,,variable,,,
,,toaster,therapy,,,,,variation,,,
,,toasty,thermal,,,,,various,,,
,,toddler,thermometer,,,,,varnish,,,
,,toffee,thermostat,,,,,varsity,,,
,,toga,thesis,,,,,vary,,,
,,togetherness,thickness,,,,,varying,,,
,,tolerable,thin,,,,,vascular,,,
,,tomatoes,thing,,,,,vase,,,
,,tomcat,thingy,,,,,vasectomy,,,
,,tome,thirst,,,,,vassal,,,
,,ton,thirteen,,,,,vast,,,
,,tone,thirty,,,,,vat,,,
,,toner,thong,,,,,vault,,,
,,tongue,thoroughfare,,,,,veal,,,
,,tonic,thoughtless,,,,,vector,,,
,,tool,thread,,,,,veer,,,
,,toolbox,three,,,,,vegan,,,
,,toot,throat,,,,,vegetarian,,,
,,tooth,throes,,,,,vegetation,,,
,,toothbrush,throw,,,,,vehicle,,,
,,toothpick,throwback,,,,,veil,,,
,,toots,thrower,,,,,veiled,,,
,,top,thruster,,,,,vein,,,
,,topaz,thud,,,,,velocity,,,
,,topside,thumb,,,,,velour,,,
,,torque,thumbprint,,,,,velvet,,,
,,torrent,thump,,,,,vending,,,
,,torso,thumper,,,,,vendor,,,
,,tortoise,tiara,,,,,veneer,,,
,,toss,tibia,,,,,venetian,,,
,,total,ticker,,,,,venison,,,
,,tote,ticket,,,,,vent,,,
,,totem,ticklish,,,,,ventilator,,,
,,touchy,tidal,,,,,ventricle,,,
,,tough,tidings,,,,,ventriloquist,,,
,,toughen,tier,,,,,venture,,,
,,tour,tights,,,,,venue,,,
,,tourism,tilt,,,,,veranda,,,
,,tourist,timber,,,,,verb,,,
,,tournament,time,,,,,verbal,,,
,,tourniquet,timeless,,,,,verdict,,,
,,tout,timely,,,,,verge,,,
,,tow,timeout,,,,,verification,,,
,,tower,timer,,,,,verify,,,
,,towering,timetable,,,,,veritable,,,
,,town,timing,,,,,vermouth,,,
,,townhouse,tinkle,,,,,vernacular,,,
,,traceable,tinsel,,,,,versatile,,,
,,tracer,tipster,,,,,verse,,,
,,trachea,tipsy,,,,,version,,,
,,track,tiptoe,,,,,vertebra,,,
,,tracker,tired,,,,,vertical,,,
,,tract,tireless,,,,,vertigo,,,
,,traction,titan,,,,,vessel,,,
,,tractor,titanic,,,,,vest,,,
,,trade,titanium,,,,,vet,,,
,,trademark,toad,,,,,veterinary,,,
,,trader,toasty,,,,,veto,,,
,,tradition,toddler,,,,,viable,,,
,,traditional,toga,,,,,vial,,,
,,traffic light,tolerable,,,,,vibe,,,
,,trail,tomatoes,,,,,vibes,,,
,,trainee,tomcat,,,,,vibrate,,,
,,trainer,ton,,,,,vibration,,,
,,training,tone,,,,,vibrator,,,
,,trait,toner,,,,,vicar,,,
,,trajectory,tonic,,,,,vice,,,
,,trance,tool,,,,,Vice President,,,
,,transaction,toot,,,,,viceroy,,,
,,transatlantic,tooth,,,,,vicinity,,,
,,transceiver,toothpick,,,,,video game,,,
,,transcend,toots,,,,,videotape,,,
,,transcendent,topside,,,,,viewer,,,
,,transcription,torque,,,,,viewing,,,
,,transference,torrent,,,,,viewpoint,,,
,,transform,torso,,,,,vigil,,,
,,transfusion,tortoise,,,,,vigilance,,,
,,transient,toss,,,,,vigilant,,,
,,transistor,tote,,,,,vigilante,,,
,,transit,totem,,,,,vigor,,,
,,transition,tough,,,,,vigorous,,,
,,transitional,toughen,,,,,village,,,
,,translation,tourism,,,,,vindication,,,
,,translator,tourist,,,,,vinegar,,,
,,transmission,tournament,,,,,vinyl,,,
,,transmit,tout,,,,,viola,,,
,,transmitter,tow,,,,,viper,,,
,,transparent,tower,,,,,virgin,,,
,,transponder,towering,,,,,virginal,,,
,,transport,town,,,,,virginity,,,
,,transporter,townhouse,,,,,virility,,,
,,transvestite,traceable,,,,,virtual,,,
,,trapdoor,tracer,,,,,visa,,,
,,trapeze,trachea,,,,,visibility,,,
,,traverse,track,,,,,visible,,,
,,tray,tracker,,,,,visitation,,,
,,tread,tract,,,,,visitor,,,
,,treadmill,tractor,,,,,visor,,,
,,treasury,trademark,,,,,visual,,,
,,treatable,trader,,,,,vital,,,
,,treatment,traditional,,,,,vitality,,,
,,treaty,trail,,,,,vitals,,,
,,tremor,trainee,,,,,vitamin,,,
,,trend,trainer,,,,,viva,,,
,,trendy,trait,,,,,vixen,,,
,,triad,trajectory,,,,,vocabulary,,,
,,triage,transaction,,,,,vocal,,,
,,triangle,transatlantic,,,,,vocation,,,
,,triangulate,transceiver,,,,,vodka,,,
,,triathlon,transcendent,,,,,vogue,,,
,,tribal,transcription,,,,,voicemail,,,
,,tribe,transference,,,,,void,,,
,,tribunal,transfusion,,,,,volcanic,,,
,,tribune,transistor,,,,,volcano,,,
,,tricky,transit,,,,,volley,,,
,,tricycle,transition,,,,,volleyball,,,
,,trident,transitional,,,,,voltage,,,
,,trifle,translation,,,,,volume,,,
,,trilogy,translator,,,,,volumes,,,
,,trim,transmission,,,,,voluntary,,,
,,trimester,transmit,,,,,voodoo,,,
,,trinket,transmitter,,,,,vortex,,,
,,trio,transparent,,,,,vote,,,
,,tripe,transponder,,,,,voter,,,
,,triplicate,transport,,,,,vouch,,,
,,tripod,transporter,,,,,voucher,,,
,,trite,transvestite,,,,,vowel,,,
,,trivia,trapdoor,,,,,voyeur,,,
,,trivial,trapeze,,,,,wacko,,,
,,troll,traverse,,,,,wacky,,,
,,trombone,tray,,,,,wad,,,
,,troop,tread,,,,,waddle,,,
,,trooper,treadmill,,,,,wag,,,
,,trot,treasury,,,,,wage,,,
,,trough,treatable,,,,,wager,,,
,,troupe,treatment,,,,,wagon,,,
,,trout,treaty,,,,,waist,,,
,,truck,trend,,,,,waistline,,,
,,trucker,trendy,,,,,wait,,,
,,truckload,triad,,,,,waiter,,,
,,trump,triage,,,,,waitress,,,
,,trumpet,triangle,,,,,waive,,,
,,trunk,triangulate,,,,,waiver,,,
,,trustee,tribal,,,,,walkout,,,
,,trusty,tribe,,,,,wall,,,
,,try,tribunal,,,,,wallaby,,,
,,tryout,tribune,,,,,wallet,,,
,,tub,tricky,,,,,wallflower,,,
,,tuba,trident,,,,,wallop,,,
,,tubby,trifle,,,,,wallow,,,
,,tubing,trilogy,,,,,wallpaper,,,
,,tuck,trimester,,,,,walrus,,,
,,tug,trinket,,,,,waltz,,,
,,tumble,trio,,,,,wand,,,
,,tummy,tripe,,,,,wander,,,
,,tuna,triplicate,,,,,wanderer,,,
,,tunic,tripod,,,,,want,,,
,,tunnel,trite,,,,,wanton,,,
,,turban,trivial,,,,,ward,,,
,,turf,trombone,,,,,wardrobe,,,
,,turkey,troop,,,,,warehouse,,,
,,turn,trooper,,,,,warlock,,,
,,turnaround,trot,,,,,warn,,,
,,turnip,trough,,,,,warp,,,
,,turnout,troupe,,,,,warped,,,
,,turnover,trout,,,,,warranty,,,
,,turnpike,truck,,,,,warrior,,,
,,turpentine,trucker,,,,,wary,,,
,,turret,truckload,,,,,wash,,,
,,turtleneck,trump,,,,,washer,,,
,,tussle,trumpet,,,,,washroom,,,
,,tutoring,trunk,,,,,wastebasket,,,
,,tutu,trustee,,,,,watch,,,
,,tux,try,,,,,watchdog,,,
,,tuxedo,tryout,,,,,watcher,,,
,,tv,tub,,,,,watchman,,,
,,TV,tuba,,,,,watchtower,,,
,,tweak,tubby,,,,,water polo,,,
,,tweed,tubing,,,,,waterbed,,,
,,tweet,tuck,,,,,watering can,,,
,,tweezers,tug,,,,,waterproof,,,
,,twelve,tumble,,,,,waterworks,,,
,,twenty,tummy,,,,,watery,,,
,,twerp,tuna,,,,,wave,,,
,,twilight,tunic,,,,,wavelength,,,
,,twin,tunnel,,,,,waver,,,
,,twinge,turban,,,,,wavy,,,
,,twinkle,turf,,,,,wax,,,
,,twirl,turkey,,,,,waxed,,,
,,twist,turn,,,,,way,,,
,,twit,turnaround,,,,,wayward,,,
,,two,turnip,,,,,weapon,,,
,,two step,turnout,,,,,wearer,,,
,,tycoon,turnover,,,,,weather,,,
,,tyke,turnpike,,,,,weatherman,,,
,,typical,turpentine,,,,,weave,,,
,,typist,turret,,,,,web,,,
,,typo,turtleneck,,,,,wedge,,,
,,ubiquitous,tussle,,,,,wedlock,,,
,,ukulele,tutoring,,,,,wee,,,
,,ulterior,tutu,,,,,weed,,,
,,ultimate,tux,,,,,weeds,,,
,,ultraviolet,tuxedo,,,,,week,,,
,,umbilical,tv,,,,,weekday,,,
,,umbrella,tweed,,,,,weekly,,,
,,umpire,tweet,,,,,weenie,,,
,,umpteen,twelve,,,,,weigh,,,
,,unaccounted,twenty,,,,,weight,,,
,,unaffected,twerp,,,,,weird,,,
,,unanimous,twilight,,,,,weirdness,,,
,,unattached,twinkle,,,,,weirdo,,,
,,unauthorized,twist,,,,,weld,,,
,,unavoidable,twit,,,,,welder,,,
,,unaware,two,,,,,welding,,,
,,unbridled,two step,,,,,welsh,,,
,,uncanny,tycoon,,,,,wench,,,
,,uncharted,tyke,,,,,werewolf,,,
,,uncivilized,typical,,,,,west,,,
,,uncomplicated,ubiquitous,,,,,westbound,,,
,,unconfirmed,ukulele,,,,,western,,,
,,unconscious,ulterior,,,,,wet,,,
,,unconventional,ultimate,,,,,whack,,,
,,uncouth,ultraviolet,,,,,whale,,,
,,uncover,umbilical,,,,,whammy,,,
,,uncut,umbrella,,,,,wharf,,,
,,undefeated,umpire,,,,,whatnot,,,
,,undeniable,umpteen,,,,,wheat,,,
,,underage,unaccounted,,,,,wheel,,,
,,underbelly,unanimous,,,,,wheel barrow,,,
,,undercover,unattached,,,,,wheelbarrow,,,
,,underestimate,unbridled,,,,,whelp,,,
,,undergo,uncanny,,,,,whereabouts,,,
,,undergraduate,uncharted,,,,,whiff,,,
,,underground,unconventional,,,,,whim,,,
,,underlying,uncut,,,,,whimper,,,
,,underpants,undeniable,,,,,whimsy,,,
,,underrated,underage,,,,,whirl,,,
,,understaffed,underbelly,,,,,whirlpool,,,
,,understatement,undercover,,,,,whirlwind,,,
,,understudy,underestimate,,,,,whisk,,,
,,undertake,undergo,,,,,whiskers,,,
,,undertaker,underground,,,,,whiskey,,,
,,undertow,underlying,,,,,whisper,,,
,,underwear,underpants,,,,,whistle,,,
,,undetectable,underrated,,,,,whit,,,
,,undetected,understaffed,,,,,white,,,
,,undiscovered,understatement,,,,,whitefish,,,
,,undisputed,understudy,,,,,whitewash,,,
,,undivided,undertake,,,,,whittle,,,
,,undo,underwear,,,,,whole,,,
,,undue,undetectable,,,,,wholesale,,,
,,undying,undiscovered,,,,,whopper,,,
,,uneven,undisputed,,,,,whopping,,,
,,unexpected,undivided,,,,,wicker,,,
,,unexplainable,undying,,,,,wide,,,
,,unexplained,unfinished,,,,,widen,,,
,,unfinished,unfold,,,,,widespread,,,
,,unfold,unfounded,,,,,width,,,
,,unforeseen,unfreeze,,,,,wield,,,
,,unfounded,unguarded,,,,,wiener,,,
,,unfreeze,unhand,,,,,wienie,,,
,,unglued,uniform,,,,,wig,,,
,,unguarded,uniformed,,,,,wiggle,,,
,,unhand,unimaginable,,,,,wiki,,,
,,unidentified,unimportant,,,,,wild,,,
,,unification,union,,,,,wildcat,,,
,,uniform,unisex,,,,,wildebeest,,,
,,uniformed,unit,,,,,will,,,
,,unimaginable,unlikely,,,,,willful,,,
,,unimportant,unlisted,,,,,willies,,,
,,uninhabited,unmistakable,,,,,willow,,,
,,unintentional,unmitigated,,,,,wily,,,
,,uninterrupted,unnamed,,,,,winch,,,
,,union,unofficial,,,,,wind,,,
,,unisex,unopened,,,,,windmill,,,
,,unison,unorthodox,,,,,windowsill,,,
,,unit,unparalleled,,,,,windpipe,,,
,,unknown,unprecedented,,,,,windshield,,,
,,unlikely,unprovoked,,,,,windy,,,
,,unlimited,unreal,,,,,wine,,,
,,unlisted,unreasonable,,,,,wine cooler,,,
,,unmanned,unremarkable,,,,,wing,,,
,,unmistakable,unseen,,,,,winged,,,
,,unmitigated,unsound,,,,,winger,,,
,,unnamed,unspoken,,,,,wingman,,,
,,unnecessary,unsuitable,,,,,winter,,,
,,unofficial,unsupervised,,,,,wintertime,,,
,,unopened,untamed,,,,,wipe,,,
,,unorthodox,untold,,,,,wiper,,,
,,unparalleled,untouchable,,,,,wire,,,
,,unprecedented,untouched,,,,,wiring,,,
,,unpredictable,untraceable,,,,,wishbone,,,
,,unprovoked,unturned,,,,,wisp,,,
,,unravel,unusual,,,,,witchcraft,,,
,,unreal,unveil,,,,,withdraw,,,
,,unreasonable,unwed,,,,,withdrawal,,,
,,unremarkable,unwind,,,,,withstand,,,
,,unrequited,unwise,,,,,witness,,,
,,unseen,upbringing,,,,,wiz,,,
,,unsolicited,update,,,,,wobble,,,
,,unsound,upkeep,,,,,wobbly,,,
,,unspeakable,uplink,,,,,wok,,,
,,unspoken,uppity,,,,,wolf,,,
,,unstoppable,upstart,,,,,wolverine,,,
,,unsuitable,upward,,,,,womanhood,,,
,,unsupervised,urban,,,,,womb,,,
,,unsuspecting,urchin,,,,,wont,,,
,,untamed,urinate,,,,,wood,,,
,,unthinkable,usable,,,,,wooden,,,
,,untold,use,,,,,woodpecker,,,
,,untouchable,usefulness,,,,,woodshed,,,
,,untouched,usher,,,,,woodsman,,,
,,untraceable,uterus,,,,,woodwork,,,
,,untrained,utility,,,,,wool,,,
,,unturned,utter,,,,,woolen,,,
,,unusual,vacancy,,,,,woozy,,,
,,unveil,vacate,,,,,word,,,
,,unwed,vaccination,,,,,work,,,
,,unwind,valance,,,,,worker,,,
,,unwise,valet,,,,,workings,,,
,,unwrap,valve,,,,,workload,,,
,,unzip,vamoose,,,,,workman,,,
,,upbringing,van,,,,,workmanship,,,
,,update,vanish,,,,,workout,,,
,,uphold,vanity,,,,,workplace,,,
,,upkeep,vanquish,,,,,workup,,,
,,uplink,vanquishing,,,,,worldly,,,
,,upper,variable,,,,,worm,,,
,,uppity,variation,,,,,wormhole,,,
,,upscale,various,,,,,wormwood,,,
,,upstart,varnish,,,,,worship,,,
,,upward,varsity,,,,,would,,,
,,uranium,vary,,,,,wrap,,,
,,urban,vascular,,,,,wrapper,,,
,,urchin,vase,,,,,wreath,,,
,,urinate,vassal,,,,,wrecker,,,
,,usable,vast,,,,,wrench,,,
,,use,veal,,,,,wrestle,,,
,,usefulness,vector,,,,,wrestler,,,
,,usher,veer,,,,,wrestling,,,
,,uterus,vegetarian,,,,,wriggle,,,
,,utility,vegetation,,,,,wring,,,
,,utilize,vehicle,,,,,wringer,,,
,,utter,veil,,,,,wrinkle,,,
,,vacancy,veiled,,,,,wrist,,,
,,vacate,vein,,,,,wristwatch,,,
,,vaccination,velour,,,,,writ,,,
,,vacuum,velvet,,,,,yacht,,,
,,vague,vending,,,,,yahoo,,,
,,valance,vendor,,,,,yak,,,
